codigo,nombre,url,imagen,hex,rgb,familia,ambiente
99YR 80/020,Papel Valioso,https://www.alba.com.ar/es/paletas-de-colores/papel-valioso-99yr-80-020-3137285,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-237980.png,#E8E4E0,"232,228,224",Blanco,
30YY 72/018,Pelícano,https://www.alba.com.ar/es/paletas-de-colores/pelicano-30yy-72-018-1671889,,#DEDCD7,"222,220,215",Blanco,
00YY 83/057,Perfume de Día,https://www.alba.com.ar/es/paletas-de-colores/perfume-de-dia-00yy-83-057-1671003,,#EFE4DA,"239,228,218",Blanco,
10BB 83/003,Perla Agrisada,https://www.alba.com.ar/es/paletas-de-colores/perla-agrisada-10bb-83-003-1688841,,#E9E9E7,"233,233,231",Blanco,
10YY 83/029,Perla Natural,https://www.alba.com.ar/es/paletas-de-colores/perla-natural-10yy-83-029-1671332,,#EFE9E1,"239,233,225",Blanco,
50BG 83/009,Pieza de Cristal,https://www.alba.com.ar/es/paletas-de-colores/pieza-de-cristal-50bg-83-009-1672211,,#E9EAE9,"233,234,233",Blanco,
50GY 72/012,Plaza,https://www.alba.com.ar/es/paletas-de-colores/plaza-50gy-72-012-1672267,,#DADBD6,"218,219,214",Blanco,
45YY 83/094,Polen,https://www.alba.com.ar/es/paletas-de-colores/polen-45yy-83-094-1672113,,#F3E8D4,"243,232,212",Blanco,
00NN 83/000,Porcelana,https://www.alba.com.ar/es/paletas-de-colores/porcelana-00nn-83-000-1670958,,#E8E8E5,"232,232,229",Blanco,
20YY 83/038,Porcelana Antigua,https://www.alba.com.ar/es/paletas-de-colores/porcelana-antigua-20yy-83-038-1671504,,#EFE8DF,"239,232,223",Blanco,
40YY 83/043,Precioso Momento,https://www.alba.com.ar/es/paletas-de-colores/precioso-momento-40yy-83-043-1672025,,#EFE9DF,"239,233,223",Blanco,
30YY 78/018,Pájaro de Invierno,https://www.alba.com.ar/es/paletas-de-colores/pajaro-de-invierno-30yy-78-018-1671894,,#E4E1DB,"228,225,219",Blanco,
10BB 83/020,Romance,https://www.alba.com.ar/es/paletas-de-colores/romance-10bb-83-020-1671099,,#E6EAEA,"230,234,234",Blanco,
81YR 77/022,Sabiduría Blanca,https://www.alba.com.ar/es/paletas-de-colores/sabiduria-blanca-81yr-77-022-3137214,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-232949.png,#E5E0DC,"229,224,220",Blanco,
40YY 75/084,Semilla de Perla,https://www.alba.com.ar/es/paletas-de-colores/semilla-de-perla-40yy-75-084-1672017,,#E8DECE,"232,222,206",Blanco,
10RB 83/012,Sendero de Pingüinos,https://www.alba.com.ar/es/paletas-de-colores/sendero-de-pinguinos-10rb-83-012-1671198,,#E9E8E8,"233,232,232",Blanco,
65YY 87/039,Sensación de Escarcha,https://www.alba.com.ar/es/paletas-de-colores/sensacion-de-escarcha-65yy-87-039-1672592,,#F0EEE5,"240,238,229",Blanco,
04YR 82/010,Sensación Diáfana,https://www.alba.com.ar/es/paletas-de-colores/sensacion-diafana-04yr-82-010-3136925,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-232945.png,#EAE8E5,"234,232,229",Blanco,
37YY 79/086,Sensación Natural,https://www.alba.com.ar/es/paletas-de-colores/sensacion-natural-37yy-79-086-1671951,,#ECE2D1,"236,226,209",Blanco,
75GY 81/005,Sensación Urbana,https://www.alba.com.ar/es/paletas-de-colores/sensacion-urbana-75gy-81-005-1672885,,#E6E7E4,"230,231,228",Blanco,
80YR 83/044,Serenidad,https://www.alba.com.ar/es/paletas-de-colores/serenidad-80yr-83-044-1673003,,#F1E8E0,"241,232,224",Blanco,
70BB 83/015,Sereno,https://www.alba.com.ar/es/paletas-de-colores/sereno-70bb-83-015-1672648,,#E8E9EA,"232,233,234",Blanco,
90BB 83/011,Simple Presencia,https://www.alba.com.ar/es/paletas-de-colores/simple-presencia-90bb-83-011-1673105,,#E9E8E8,"233,232,232",Blanco,
90RR 83/009,Sombra Pálida,https://www.alba.com.ar/es/paletas-de-colores/sombra-palida-90rr-83-009-1673247,,#ECE8E5,"236,232,229",Blanco,
30BB 83/013,Sonata Lunar,https://www.alba.com.ar/es/paletas-de-colores/sonata-lunar-30bb-83-013-1671631,,#E9E9E9,"233,233,233",Blanco,
10BB 83/014,Soplo de Nieve,https://www.alba.com.ar/es/paletas-de-colores/soplo-de-nieve-10bb-83-014-1671097,,#E8EAE9,"232,234,233",Blanco,
77YY 86/032,Suave Nieve,https://www.alba.com.ar/es/paletas-de-colores/suave-nieve-77yy-86-032-1672915,,#EEEDE5,"238,237,229",Blanco,
66BB 77/035,Suspiro de Lavanda,https://www.alba.com.ar/es/paletas-de-colores/suspiro-de-lavanda-66bb-77-035-3137171,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-237247.png,#DFE2E7,"223,226,231",Blanco,
20YY 83/050,Tafetán,https://www.alba.com.ar/es/paletas-de-colores/tafetan-20yy-83-050-1671505,,#EFE8DD,"239,232,221",Blanco,
55YR 83/024,Taza de Té,https://www.alba.com.ar/es/paletas-de-colores/taza-de-te-55yr-83-024-1672447,,#EDE4DE,"237,228,222",Blanco,
40YY 83/086,Tempestad de Arena,https://www.alba.com.ar/es/paletas-de-colores/tempestad-de-arena-40yy-83-086-1672027,,#F4E9D7,"244,233,215",Blanco,
88YR 82/046,Toque de Durazno,https://www.alba.com.ar/es/paletas-de-colores/toque-de-durazno-88yr-82-046-1673071,,#F0E5DB,"240,229,219",Blanco,
30BB 72/003,Toque de Gris,https://www.alba.com.ar/es/paletas-de-colores/toque-de-gris-30bb-72-003-1671624,,#DADAD9,"218,218,217",Blanco,
81YR 85/004,Toque de Humo,https://www.alba.com.ar/es/paletas-de-colores/toque-de-humo-81yr-85-004-3137215,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-236059.png,#EBEAE8,"235,234,232",Blanco,
50YR 83/003,Toque de Invierno,https://www.alba.com.ar/es/paletas-de-colores/toque-de-invierno-50yr-83-003-1672366,,#EAE8E5,"234,232,229",Blanco,
14YY 88/041,Toque de Malvavisco,https://www.alba.com.ar/es/paletas-de-colores/toque-de-malvavisco-14yy-88-041-1671378,,#F5EEE5,"245,238,229",Blanco,
50YR 83/015,Toque de Rosa,https://www.alba.com.ar/es/paletas-de-colores/toque-de-rosa-50yr-83-015-1672368,,#EAE6E1,"234,230,225",Blanco,
90YR 83/018,Toque Suave,https://www.alba.com.ar/es/paletas-de-colores/toque-suave-90yr-83-018-1673299,,#ECE9E4,"236,233,228",Blanco,
35YY 88/050,Tutú Blanco,https://www.alba.com.ar/es/paletas-de-colores/tutu-blanco-35yy-88-050-3137061,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-234063.png,#F5EFE5,"245,239,229",Blanco,
81YY 87/031,Vallado de Madera,https://www.alba.com.ar/es/paletas-de-colores/vallado-de-madera-81yy-87-031-1673016,,#F0EEE3,"240,238,227",Blanco,
70BB 74/040,Velo Violeta,https://www.alba.com.ar/es/paletas-de-colores/velo-violeta-70bb-74-040-1672647,,#DBDCE2,"219,220,226",Blanco,
90GG 83/011,Ventisca,https://www.alba.com.ar/es/paletas-de-colores/ventisca-90gg-83-011-1673158,,#E6E9E6,"230,233,230",Blanco,
80YR 83/035,Vientos Calmos,https://www.alba.com.ar/es/paletas-de-colores/vientos-calmos-80yr-83-035-1673002,,#EFE7E0,"239,231,224",Blanco,
63YY 80/051,Yogur Natural,https://www.alba.com.ar/es/paletas-de-colores/yogur-natural-63yy-80-051-1672571,,#E7E4D9,"231,228,217",Blanco,
30YY 79/053,Ópalo,https://www.alba.com.ar/es/paletas-de-colores/opalo-30yy-79-053-1671896,,#EAE3D7,"234,227,215",Blanco,
10YY 40/608,Aceite Vegetal,https://www.alba.com.ar/es/paletas-de-colores/aceite-vegetal-10yy-40-608-1671291,,#E39931,"227,153,49",Dorado,
10YY 26/321,Almacén del Interior,https://www.alba.com.ar/es/paletas-de-colores/almacen-del-interior-10yy-26-321-1671280,,#AB804F,"171,128,79",Dorado,
42YY 84/095,Almendra Azucarada,https://www.alba.com.ar/es/paletas-de-colores/almendra-azucarada-42yy-84-095-1672049,,#F4E9D4,"244,233,212",Dorado,
20YY 53/423,Alucinación,https://www.alba.com.ar/es/paletas-de-colores/alucinacion-20yy-53-423-1671477,,#EBB76F,"235,183,111",Dorado,
22YY 59/694,Amanecer Azteca *,https://www.alba.com.ar/es/paletas-de-colores/amanecer-azteca-22yy-59-694-1671527,,#FFBA35,"255,186,53",Dorado,
33YY 74/360,Amanecer Damasco,https://www.alba.com.ar/es/paletas-de-colores/amanecer-damasco-33yy-74-360-1671922,,#FFD997,"255,217,151",Dorado,
19YY 71/323,Amanecer Norteño,https://www.alba.com.ar/es/paletas-de-colores/amanecer-norteno-19yy-71-323-1671433,,#FDD29B,"253,210,155",Dorado,
22YY 75/247,Amanecer Otoñal,https://www.alba.com.ar/es/paletas-de-colores/amanecer-otonal-22yy-75-247-3137013,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-233968.png,#FAD9AF,"250,217,175",Dorado,
10YY 37/654,Amarillo Arizona *,https://www.alba.com.ar/es/paletas-de-colores/amarillo-arizona-10yy-37-654-1671289,,#E09321,"224,147,33",Dorado,
40YY 83/129,Amarillo Bebé,https://www.alba.com.ar/es/paletas-de-colores/amarillo-bebe-40yy-83-129-1672029,,#F6E7CD,"246,231,205",Dorado,
20YY 64/171,Amarillo Dakota,https://www.alba.com.ar/es/paletas-de-colores/amarillo-dakota-20yy-64-171-1671488,,#E5CDAF,"229,205,175",Dorado,
25YY 57/441,Amarillo Glorioso,https://www.alba.com.ar/es/paletas-de-colores/amarillo-glorioso-25yy-57-441-1671553,,#F3BA6F,"243,186,111",Dorado,
34YY 81/209,Amarillo Luminaria,https://www.alba.com.ar/es/paletas-de-colores/amarillo-luminaria-34yy-81-209-3137059,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-234154.png,#FBE3BD,"251,227,189",Dorado,
30YY 69/216,Amarillo Luminoso,https://www.alba.com.ar/es/paletas-de-colores/amarillo-luminoso-30yy-69-216-1671883,,#EFD5AE,"239,213,174",Dorado,
00YY 28/650,Ambar Dorado *,https://www.alba.com.ar/es/paletas-de-colores/ambar-dorado-00yy-28-650-1670977,,#CE8121,"206,129,33",Dorado,
25YY 38/510,Amor de Manzana,https://www.alba.com.ar/es/paletas-de-colores/amor-de-manzana-25yy-38-510-1671548,,#CB983B,"203,152,59",Dorado,
11YY 68/269,Arcilla Sabia,https://www.alba.com.ar/es/paletas-de-colores/arcilla-sabia-11yy-68-269-1671344,,#F6CEA2,"246,206,162",Dorado,
10YY 74/192,Arena Fina,https://www.alba.com.ar/es/paletas-de-colores/arena-fina-10yy-74-192-1671325,,#F6D8B8,"246,216,184",Dorado,
23YY 53/490,Arena Seductora,https://www.alba.com.ar/es/paletas-de-colores/arena-seductora-23yy-53-490-1671536,,#EAB45D,"234,180,93",Dorado,
22YY 57/627,Arenas de Barbados,https://www.alba.com.ar/es/paletas-de-colores/arenas-de-barbados-22yy-57-627-3137012,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-234052.png,#FBB847,"251,184,71",Dorado,
01YY 36/694,Arenas de Marruecos *,https://www.alba.com.ar/es/paletas-de-colores/arenas-de-marruecos-01yy-36-694-1691797,,#EB8621,"235,134,33",Dorado,
12YY 28/226,Aroma a Chocolate,https://www.alba.com.ar/es/paletas-de-colores/aroma-a-chocolate-12yy-28-226-3136963,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-233833.png,#A48561,"164,133,97",Dorado,
17YY 56/627,Asia,https://www.alba.com.ar/es/paletas-de-colores/asia-17yy-56-627-1671412,,#FAB248,"250,178,72",Dorado,
04YY 51/583,Ave del Paraíso,https://www.alba.com.ar/es/paletas-de-colores/ave-del-paraiso-04yy-51-583-1671033,,#F8A850,"248,168,80",Dorado,
10YY 21/500,Azteca,https://www.alba.com.ar/es/paletas-de-colores/azteca-10yy-21-500-1671276,,#B0752D,"176,117,45",Dorado,
94YR 40/219,Azúcar Rubia,https://www.alba.com.ar/es/paletas-de-colores/azucar-rubia-94yr-40-219-1673358,,#C49F80,"196,159,128",Dorado,
99YR 23/456,Bazar Dorado,https://www.alba.com.ar/es/paletas-de-colores/bazar-dorado-99yr-23-456-1673390,,#AF7026,"175,112,38",Dorado,
30YY 65/171,Beige Lana,https://www.alba.com.ar/es/paletas-de-colores/beige-lana-30yy-65-171-1671878,,#E4CFB1,"228,207,177",Dorado,
08YY 55/137,Beige Tranquilo,https://www.alba.com.ar/es/paletas-de-colores/beige-tranquilo-08yy-55-137-1671057,,#D4BEA8,"212,190,168",Dorado,
44YY 80/106,Blanco Caracola,https://www.alba.com.ar/es/paletas-de-colores/blanco-caracola-44yy-80-106-1672072,,#F5E9D4,"245,233,212",Dorado,
26YY 71/098,Blanco Hueso,https://www.alba.com.ar/es/paletas-de-colores/blanco-hueso-26yy-71-098-1671568,,#E7DBCB,"231,219,203",Dorado,
30YY 75/145,Blanco Macadamia,https://www.alba.com.ar/es/paletas-de-colores/blanco-macadamia-30yy-75-145-1671892,,#F0DEC2,"240,222,194",Dorado,
30YY 64/149,Blanco Ostra,https://www.alba.com.ar/es/paletas-de-colores/blanco-ostra-30yy-64-149-1671876,,#DFCCB1,"223,204,177",Dorado,
46YY 86/166,Blanco Pochoclo,https://www.alba.com.ar/es/paletas-de-colores/blanco-pochoclo-46yy-86-166-1672127,,#F9E9CB,"249,233,203",Dorado,
30YY 71/073,Blanco Prisma,https://www.alba.com.ar/es/paletas-de-colores/blanco-prisma-30yy-71-073-1671886,,#E2D8C9,"226,216,201",Dorado,
20YY 40/337,Brandy de Coñac,https://www.alba.com.ar/es/paletas-de-colores/brandy-de-conac-20yy-40-337-1671462,,#C89E67,"200,158,103",Dorado,
30YY 36/572,Brasa Dorada *,https://www.alba.com.ar/es/paletas-de-colores/brasa-dorada-30yy-36-572-1671852,,#CA972F,"202,151,47",Dorado,
25YY 50/592,Brillo de Fuego,https://www.alba.com.ar/es/paletas-de-colores/brillo-de-fuego-25yy-50-592-1671550,,#F1AA4A,"241,170,74",Dorado,
10YY 42/460,Brillo de Jengibre,https://www.alba.com.ar/es/paletas-de-colores/brillo-de-jengibre-10yy-42-460-1671294,,#D89E55,"216,158,85",Dorado,
20YY 40/608,Brocado Rico,https://www.alba.com.ar/es/paletas-de-colores/brocado-rico-20yy-40-608-1671463,,#DD9C2C,"221,156,44",Dorado,
30YY 21/438,Bronce Antiguo,https://www.alba.com.ar/es/paletas-de-colores/bronce-antiguo-30yy-21-438-1671839,,#9E782E,"158,120,46",Dorado,
20YY 53/238,Bronce Toscano,https://www.alba.com.ar/es/paletas-de-colores/bronce-toscano-20yy-53-238-1671476,,#DBBB93,"219,187,147",Dorado,
35YY 81/174,Burbuja de Champaña,https://www.alba.com.ar/es/paletas-de-colores/burbuja-de-champana-35yy-81-174-1671938,,#F6E4BF,"246,228,191",Dorado,
40YY 77/242,Cabello de Chala,https://www.alba.com.ar/es/paletas-de-colores/cabello-de-chala-40yy-77-242-1672020,,#F8DFB2,"248,223,178",Dorado,
11YY 70/356,Calabacín,https://www.alba.com.ar/es/paletas-de-colores/calabacin-11yy-70-356-1671345,,#FFCF95,"255,207,149",Dorado,
10YY 34/700,Calabaza *,https://www.alba.com.ar/es/paletas-de-colores/calabaza-10yy-34-700-1671285,,#D98C1D,"217,140,29",Dorado,
10YY 44/215,Calma Natural,https://www.alba.com.ar/es/paletas-de-colores/calma-natural-10yy-44-215-1671295,,#C9A887,"201,168,135",Dorado,
05YY 42/727,Caléndula *,https://www.alba.com.ar/es/paletas-de-colores/calendula-05yy-42-727-1671038,,#F3951B,"243,149,27",Dorado,
00YY 19/464,Capuccino Helado,https://www.alba.com.ar/es/paletas-de-colores/capuccino-helado-00yy-19-464-1670971,,#A96B2B,"169,107,43",Dorado,
20YY 83/100,Caracola de Ensenada,https://www.alba.com.ar/es/paletas-de-colores/caracola-de-ensenada-20yy-83-100-1671508,,#F4E7D4,"244,231,212",Dorado,
00YY 15/371,Caramelo,https://www.alba.com.ar/es/paletas-de-colores/caramelo-00yy-15-371-1670968,,#956133,"149,97,51",Dorado,
11YY 37/219,Caramelo Cremoso,https://www.alba.com.ar/es/paletas-de-colores/caramelo-cremoso-11yy-37-219-1671342,,#BA9A77,"186,154,119",Dorado,
21YY 45/405,Caramelo Crocante,https://www.alba.com.ar/es/paletas-de-colores/caramelo-crocante-21yy-45-405-3137006,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-233983.png,#D7A762,"215,167,98",Dorado,
10YY 46/515,Carnaval,https://www.alba.com.ar/es/paletas-de-colores/carnaval-10yy-46-515-1671298,,#E8A553,"232,165,83",Dorado,
50YY 83/143,Caña de Azúcar,https://www.alba.com.ar/es/paletas-de-colores/cana-de-azucar-50yy-83-143-1672403,,#F4E6C9,"244,230,201",Dorado,
40YY 79/168,Cera de Vela,https://www.alba.com.ar/es/paletas-de-colores/cera-de-vela-40yy-79-168-1672023,,#F4E1C0,"244,225,192",Dorado,
14YY 57/556,Chispazo de Topacio,https://www.alba.com.ar/es/paletas-de-colores/chispazo-de-topacio-14yy-57-556-1671376,,#FBB758,"251,183,88",Dorado,
35YY 76/110,Cielo Mostaza,https://www.alba.com.ar/es/paletas-de-colores/cielo-mostaza-35yy-76-110-3137060,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-234196.png,#ECDFCA,"236,223,202",Dorado,
00YY 12/279,Cigarro Cubano,https://www.alba.com.ar/es/paletas-de-colores/cigarro-cubano-00yy-12-279-1670967,,#7F5832,"127,88,50",Dorado,
20YY 54/342,Cobertura Azucarada,https://www.alba.com.ar/es/paletas-de-colores/cobertura-azucarada-20yy-54-342-1671478,,#E4B87F,"228,184,127",Dorado,
00YY 23/557,Cobre Californiano,https://www.alba.com.ar/es/paletas-de-colores/cobre-californiano-00yy-23-557-1670973,,#C07722,"192,119,34",Dorado,
20YY 27/225,Colina del Faro,https://www.alba.com.ar/es/paletas-de-colores/colina-del-faro-20yy-27-225-1671448,,#A28662,"162,134,98",Dorado,
20YY 77/128,Columnata Durazno,https://www.alba.com.ar/es/paletas-de-colores/columnata-durazno-20yy-77-128-1671501,,#F3DFC9,"243,223,201",Dorado,
25YY 56/625,Cometa Harley,https://www.alba.com.ar/es/paletas-de-colores/cometa-harley-25yy-56-625-1671552,,#FFB549,"255,181,73",Dorado,
26YY 52/359,Cosecha de Heno,https://www.alba.com.ar/es/paletas-de-colores/cosecha-de-heno-26yy-52-359-3137034,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-234082.png,#DFB778,"223,183,120",Dorado,
20YY 28/613,Cosecha Dorada,https://www.alba.com.ar/es/paletas-de-colores/cosecha-dorada-20yy-28-613-1671450,,#C88A28,"200,138,40",Dorado,
20YY 71/156,Crema de Bavaria,https://www.alba.com.ar/es/paletas-de-colores/crema-de-bavaria-20yy-71-156-1671496,,#EBD4B9,"235,212,185",Dorado,
25YY 81/177,Crema de Maracuyá,https://www.alba.com.ar/es/paletas-de-colores/crema-de-maracuya-25yy-81-177-1671558,,#F5E1BE,"245,225,190",Dorado,
41YY 83/214,Crema de Vainilla,https://www.alba.com.ar/es/paletas-de-colores/crema-de-vainilla-41yy-83-214-1672038,,#F9E3BC,"249,227,188",Dorado,
40YY 83/107,Crema Uniforme,https://www.alba.com.ar/es/paletas-de-colores/crema-uniforme-40yy-83-107-1672028,,#F5E8D2,"245,232,210",Dorado,
11YY 38/694,Cálido Resplandor *,https://www.alba.com.ar/es/paletas-de-colores/calido-resplandor-11yy-38-694-1671343,,#E19000,"225,144,0",Dorado,
00YY 49/387,Damasco,https://www.alba.com.ar/es/paletas-de-colores/damasco-00yy-49-387-1670985,,#E6A96F,"230,169,111",Dorado,
08YY 82/100,Damasco Limpio,https://www.alba.com.ar/es/paletas-de-colores/damasco-limpio-08yy-82-100-1671059,,#F6E5D4,"246,229,212",Dorado,
16YY 76/189,Dejo de Durazno,https://www.alba.com.ar/es/paletas-de-colores/dejo-de-durazno-16yy-76-189-1671399,,#F8DCBB,"248,220,187",Dorado,
21YY 60/577,Del Sol,https://www.alba.com.ar/es/paletas-de-colores/del-sol-21yy-60-577-1671521,,#FCBB58,"252,187,88",Dorado,
34YY 71/404,Deleite de Resplandor,https://www.alba.com.ar/es/paletas-de-colores/deleite-de-resplandor-34yy-71-404-1671928,,#FBD388,"251,211,136",Dorado,
99YR 63/283,Desfile Anaranjado,https://www.alba.com.ar/es/paletas-de-colores/desfile-anaranjado-99yr-63-283-1673391,,#F3C49B,"243,196,155",Dorado,
40YY 76/112,Desierto de Atacama,https://www.alba.com.ar/es/paletas-de-colores/desierto-de-atacama-40yy-76-112-1672019,,#ECDFCA,"236,223,202",Dorado,
35YY 64/633,Diente de León,https://www.alba.com.ar/es/paletas-de-colores/diente-de-leon-35yy-64-633-1671934,,#FFC247,"255,194,71",Dorado,
22YY 80/211,Dilución de Azafrán,https://www.alba.com.ar/es/paletas-de-colores/dilucion-de-azafran-22yy-80-211-3137014,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-233965.png,#FEE1BC,"254,225,188",Dorado,
06YY 49/797,Dios Sol *,https://www.alba.com.ar/es/paletas-de-colores/dios-sol-06yy-49-797-1671046,,#FFA405,"255,164,5",Dorado,
30YY 33/613,Distrito Majestuoso *,https://www.alba.com.ar/es/paletas-de-colores/distrito-majestuoso-30yy-33-613-1671848,,#C89319,"200,147,25",Dorado,
35YY 59/533,Dorado Caliente,https://www.alba.com.ar/es/paletas-de-colores/dorado-caliente-35yy-59-533-1671931,,#F1BC59,"241,188,89",Dorado,
30YY 64/331,Dorado Suave,https://www.alba.com.ar/es/paletas-de-colores/dorado-suave-30yy-64-331-1671877,,#F0CB90,"240,203,144",Dorado,
12YY 51/682,Dulce de Naranja,https://www.alba.com.ar/es/paletas-de-colores/dulce-de-naranja-12yy-51-682-1671358,,#F7A835,"247,168,53",Dorado,
10YY 49/378,Dulce Miel,https://www.alba.com.ar/es/paletas-de-colores/dulce-miel-10yy-49-378-1671300,,#E2AD72,"226,173,114",Dorado,
35YY 63/346,Duna Arenosa,https://www.alba.com.ar/es/paletas-de-colores/duna-arenosa-35yy-63-346-1671933,,#EDC786,"237,199,134",Dorado,
33YY 69/519,Dunas Deslumbrantes,https://www.alba.com.ar/es/paletas-de-colores/dunas-deslumbrantes-33yy-69-519-1671921,,#FFCF6E,"255,207,110",Dorado,
27YY 78/255,Durazno con Chantilly,https://www.alba.com.ar/es/paletas-de-colores/durazno-con-chantilly-27yy-78-255-1671570,,#FADBAF,"250,219,175",Dorado,
10YY 77/125,Durazno Cálido,https://www.alba.com.ar/es/paletas-de-colores/durazno-calido-10yy-77-125-1671328,,#F3DEC8,"243,222,200",Dorado,
10YY 76/104,Durazno de Porcelana,https://www.alba.com.ar/es/paletas-de-colores/durazno-de-porcelana-10yy-76-104-1671327,,#F0DECC,"240,222,204",Dorado,
00YY 26/520,Durazno Frágil,https://www.alba.com.ar/es/paletas-de-colores/durazno-fragil-00yy-26-520-1670975,,#C27B2E,"194,123,46",Dorado,
28YY 86/106,Durazno Helado,https://www.alba.com.ar/es/paletas-de-colores/durazno-helado-28yy-86-106-1671579,,#F6E9D5,"246,233,213",Dorado,
25YY 70/365,Durazno Pálido,https://www.alba.com.ar/es/paletas-de-colores/durazno-palido-25yy-70-365-1671555,,#FFD090,"255,208,144",Dorado,
35YY 71/474,Día Dorado,https://www.alba.com.ar/es/paletas-de-colores/dia-dorado-35yy-71-474-1671935,,#FFCF73,"255,207,115",Dorado,
04YY 39/638,Efecto Melaza *,https://www.alba.com.ar/es/paletas-de-colores/efecto-melaza-04yy-39-638-1671032,,#E3901A,"227,144,26",Dorado,
38YY 81/256,Enaltecer,https://www.alba.com.ar/es/paletas-de-colores/enaltecer-38yy-81-256-1671958,,#FADEAE,"250,222,174",Dorado,
14YY 63/272,Esencia de Oriente,https://www.alba.com.ar/es/paletas-de-colores/esencia-de-oriente-14yy-63-272-1671377,,#EFC89B,"239,200,155",Dorado,
28YY 63/746,Esplendor,https://www.alba.com.ar/es/paletas-de-colores/esplendor-28yy-63-746-1671578,,#FFBE31,"255,190,49",Dorado,
15YY 69/080,Estopa,https://www.alba.com.ar/es/paletas-de-colores/estopa-15yy-69-080-1671383,,#E1D4C6,"225,212,198",Dorado,
25YY 62/353,Estrella Diurna,https://www.alba.com.ar/es/paletas-de-colores/estrella-diurna-25yy-62-353-1671554,,#F1C184,"241,193,132",Dorado,
37YY 78/312,Estrella Fugaz,https://www.alba.com.ar/es/paletas-de-colores/estrella-fugaz-37yy-78-312-1671950,,#FADAA1,"250,218,161",Dorado,
10YY 12/300,Expedición Africana,https://www.alba.com.ar/es/paletas-de-colores/expedicion-africana-10yy-12-300-1671271,,#825E39,"130,94,57",Dorado,
19YY 51/758,Explosión Estelar *,https://www.alba.com.ar/es/paletas-de-colores/explosion-estelar-19yy-51-758-1671432,,#FEAB13,"254,171,19",Dorado,
10YY 38/316,Fantasía de Arce,https://www.alba.com.ar/es/paletas-de-colores/fantasia-de-arce-10yy-38-316-1671290,,#C59967,"197,153,103",Dorado,
03YY 66/105,Fantasía Malva,https://www.alba.com.ar/es/paletas-de-colores/fantasia-malva-03yy-66-105-1671021,,#E1CFBE,"225,207,190",Dorado,
20YY 38/225,Fendi,https://www.alba.com.ar/es/paletas-de-colores/fendi-20yy-38-225-1671460,,#BD9F7B,"189,159,123",Dorado,
23YY 61/631,Fervor Amarillo,https://www.alba.com.ar/es/paletas-de-colores/fervor-amarillo-23yy-61-631-1671537,,#FFC04D,"255,192,77",Dorado,
09YY 57/689,Fiesta,https://www.alba.com.ar/es/paletas-de-colores/fiesta-09yy-57-689-1671066,,#FFAF3E,"255,175,62",Dorado,
13YY 60/475,Fresco Romano,https://www.alba.com.ar/es/paletas-de-colores/fresco-romano-13yy-60-475-1671368,,#FBBD71,"251,189,113",Dorado,
21YY 84/128,Fulgor de Luz,https://www.alba.com.ar/es/paletas-de-colores/fulgor-de-luz-21yy-84-128-3137008,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-233955.png,#FAE8D1,"250,232,209",Dorado,
09YY 59/325,Galleta de Caramelo,https://www.alba.com.ar/es/paletas-de-colores/galleta-de-caramelo-09yy-59-325-1671067,,#EEBF8B,"238,191,139",Dorado,
04YY 39/480,Gamuza Color Miel,https://www.alba.com.ar/es/paletas-de-colores/gamuza-color-miel-04yy-39-480-1671031,,#D9974C,"217,151,76",Dorado,
15YY 49/288,Gengibre Amarronado,https://www.alba.com.ar/es/paletas-de-colores/gengibre-amarronado-15yy-49-288-3136978,https://msp.images.akzonobel.com/glb/dh/inspirational-images/Livingroom-233878.png,#D8B081,"216,176,129",Dorado,
00YY 41/475,Gota de Miel,https://www.alba.com.ar/es/paletas-de-colores/gota-de-miel-00yy-41-475-1670981,,#E09851,"224,152,81",Dorado,
20YY 49/271,Gran Cañón,https://www.alba.com.ar/es/paletas-de-colores/gran-canon-20yy-49-271-1671472,,#D2AF82,"210,175,130",Dorado,
20YY 74/192,Helado de Mango,https://www.alba.com.ar/es/paletas-de-colores/helado-de-mango-20yy-74-192-1671498,,#F4D8B6,"244,216,182",Dorado,
20YY 23/525,Henna,https://www.alba.com.ar/es/paletas-de-colores/henna-20yy-23-525-1671445,,#B37F28,"179,127,40",Dorado,
35YY 61/431,Hierba de Pradera,https://www.alba.com.ar/es/paletas-de-colores/hierba-de-pradera-35yy-61-431-1671932,,#EFC076,"239,192,118",Dorado,
